Unnamed: 1,AtliQ,Date,Attendance
Kenley Marsh,Atq -375,Floting festival leave ,0
Adriel Pace,Atq -456,Floting festival leave ,0
Jase Ingram,Atq -385,Floting festival leave ,0
Adyson Moyer,Atq -484,Floting festival leave ,0
Salvatore Hendrix,Atq -398,Floting festival leave ,0
Tucker Austin,Atq -412,Floting festival leave ,0
Cristofer Bernard,Atq -472,Floting festival leave ,0
Karma Reeves,Atq -396,Floting festival leave ,0
Esperanza Irwin,Atq -467,Floting festival leave ,0
Demarcus Gordon,Atq -484,Floting festival leave ,0
Ryann Guerrero,Atq -432,Floting festival leave ,0
Rylee Mullins,Atq -421,Floting festival leave ,0
Ayanna Atkins,Atq -452,Floting festival leave ,0
Briley Orr,Atq -367,Floting festival leave ,1
Emma Freeman,Atq -393,Floting festival leave ,0
Will Mahoney,Atq -403,Floting festival leave ,0
Titus Andersen,Atq -414,Floting festival leave ,0
Marquis Wyatt,Atq -418,Floting festival leave ,0
Nick Orozco,Atq -408,Floting festival leave ,0
Gustavo Ritter,Atq -382,Floting festival leave ,0
Isiah Small,Atq -373,Floting festival leave ,0
Hillary Kirk,Atq -418,Floting festival leave ,0
Dominique Benjamin,Atq -376,Floting festival leave ,0
Nehemiah Diaz,Atq -453,Floting festival leave ,0
Josh Sharp,Atq -461,Floting festival leave ,0
Samuel Murray,Atq -411,Floting festival leave ,0
Quincy Mendez,Atq -472,Floting festival leave ,0
Athena Rios,Atq -448,Floting festival leave ,0
Keaton Nixon,Atq -364,Floting festival leave ,0
Kayleigh Kennedy,Atq -371,Floting festival leave ,0
Maximus Mckenzie,Atq -430,Floting festival leave ,0
Konner Henson,Atq -387,Floting festival leave ,0
Finnegan Gilbert,Atq -385,Floting festival leave ,0
Caylee Meadows,Atq -455,Floting festival leave ,0
Jovani Pope,Atq -470,Floting festival leave ,0
Kaley Fitzpatrick,Atq -374,Floting festival leave ,0
Miley Combs,Atq -372,Floting festival leave ,0
Dallas Weeks,Atq -437,Floting festival leave ,0
Chad Macias,Atq -400,Floting festival leave ,0
Jessie Carrillo,Atq -458,Floting festival leave ,0
Aditya Walls,Atq -455,Floting festival leave ,0
Kane Malone,Atq -476,Floting festival leave ,0
Kiana Mcmillan,Atq -362,Floting festival leave ,0
Isabella Pittman,Atq -426,Floting festival leave ,0
Shea Zuniga,Atq -461,Floting festival leave ,0
Mckayla Miles,Atq -414,Floting festival leave ,0
Julien Hamilton,Atq -389,Floting festival leave ,0
Name,Employee Code,Bereavement Leave,BRL 
Thanos Thakur,Atq -406,Bereavement Leave,0
Jarvis Singh,Atq -462,Bereavement Leave,0
Nevaeh Waller,Atq -411,Bereavement Leave,0
Bo Cordova,Atq -398,Bereavement Leave,0
Mekhi Singleton,Atq -438,Bereavement Leave,0
Peter Pandey,Atq -366,Bereavement Leave,0
Loki Lal,Atq -441,Bereavement Leave,0
Phoenix Brady,Atq -436,Bereavement Leave,0
Ana Little,Atq -404,Bereavement Leave,0
Grace Stone,Atq -397,Bereavement Leave,0
Tori Shannon,Atq -335,Bereavement Leave,0
Lyric Bartlett,Atq -443,Bereavement Leave,0
Kaylah Schultz,Atq -419,Bereavement Leave,0
Cason David,Atq -467,Bereavement Leave,0
Miya Hampton,Atq -450,Bereavement Leave,1
Sofia Solis,Atq -405,Bereavement Leave,0
Mckayla Parker,Atq -440,Bereavement Leave,0
Madelynn Gray,Atq -335,Bereavement Leave,0
Myla Klein,Atq -343,Bereavement Leave,0
Boston Morse,Atq -334,Bereavement Leave,0
April Ayers,Atq -446,Bereavement Leave,0
Faith Hamilton,Atq -419,Bereavement Leave,0
Joel Cruz,Atq -396,Bereavement Leave,0
Iris Woodard,Atq -459,Bereavement Leave,0
Trystan Ortega,Atq -349,Bereavement Leave,0
Miles Fields,Atq -438,Bereavement Leave,0
Rodrigo Price,Atq -423,Bereavement Leave,0
Ella Roth,Atq -370,Bereavement Leave,0
Jayce Fuentes,Atq -433,Bereavement Leave,0
Hailee Fitzpatrick,Atq -375,Bereavement Leave,0
Rey Novak,Atq -475,Bereavement Leave,0
Macie Callahan,Atq -368,Bereavement Leave,0
Xiomara Ruiz,Atq -468,Bereavement Leave,0
Weston Horton,Atq -348,Bereavement Leave,0
Dean Mclaughlin,Atq -435,Bereavement Leave,0
Jonah Hamilton,Atq -331,Bereavement Leave,0
Chris Frye,Atq -405,Bereavement Leave,0
London Kim,Atq -475,Bereavement Leave,0
Kenley Marsh,Atq -375,Bereavement Leave,0
Adriel Pace,Atq -456,Bereavement Leave,0
Jase Ingram,Atq -385,Bereavement Leave,0
Adyson Moyer,Atq -484,Bereavement Leave,0
Salvatore Hendrix,Atq -398,Bereavement Leave,0
Tucker Austin,Atq -412,Bereavement Leave,0
Cristofer Bernard,Atq -472,Bereavement Leave,0
Karma Reeves,Atq -396,Bereavement Leave,0
Esperanza Irwin,Atq -467,Bereavement Leave,0
Demarcus Gordon,Atq -484,Bereavement Leave,0
Ryann Guerrero,Atq -432,Bereavement Leave,0
Rylee Mullins,Atq -421,Bereavement Leave,0
Ayanna Atkins,Atq -452,Bereavement Leave,0
Briley Orr,Atq -367,Bereavement Leave,0
Emma Freeman,Atq -393,Bereavement Leave,0
Will Mahoney,Atq -403,Bereavement Leave,0
Titus Andersen,Atq -414,Bereavement Leave,0
Marquis Wyatt,Atq -418,Bereavement Leave,0
Nick Orozco,Atq -408,Bereavement Leave,0
Gustavo Ritter,Atq -382,Bereavement Leave,0
Isiah Small,Atq -373,Bereavement Leave,0
Hillary Kirk,Atq -418,Bereavement Leave,0
Dominique Benjamin,Atq -376,Bereavement Leave,0
Nehemiah Diaz,Atq -453,Bereavement Leave,0
Josh Sharp,Atq -461,Bereavement Leave,0
Samuel Murray,Atq -411,Bereavement Leave,0
Quincy Mendez,Atq -472,Bereavement Leave,0
Athena Rios,Atq -448,Bereavement Leave,0
Keaton Nixon,Atq -364,Bereavement Leave,0
Kayleigh Kennedy,Atq -371,Bereavement Leave,0
Maximus Mckenzie,Atq -430,Bereavement Leave,0
Konner Henson,Atq -387,Bereavement Leave,0
Finnegan Gilbert,Atq -385,Bereavement Leave,0
Caylee Meadows,Atq -455,Bereavement Leave,0
Jovani Pope,Atq -470,Bereavement Leave,0
Kaley Fitzpatrick,Atq -374,Bereavement Leave,0
Miley Combs,Atq -372,Bereavement Leave,0
Dallas Weeks,Atq -437,Bereavement Leave,0
Chad Macias,Atq -400,Bereavement Leave,0
Jessie Carrillo,Atq -458,Bereavement Leave,0
Aditya Walls,Atq -455,Bereavement Leave,0
Kane Malone,Atq -476,Bereavement Leave,0
Kiana Mcmillan,Atq -362,Bereavement Leave,0
Isabella Pittman,Atq -426,Bereavement Leave,0
Shea Zuniga,Atq -461,Bereavement Leave,0
Mckayla Miles,Atq -414,Bereavement Leave,0
Julien Hamilton,Atq -389,Bereavement Leave,0
Name,Employee Code,Leave without pay,LWP
Thanos Thakur,Atq -406,Leave without pay,0
Jarvis Singh,Atq -462,Leave without pay,0
Nevaeh Waller,Atq -411,Leave without pay,0
Bo Cordova,Atq -398,Leave without pay,0
Mekhi Singleton,Atq -438,Leave without pay,0
Peter Pandey,Atq -366,Leave without pay,0
Loki Lal,Atq -441,Leave without pay,0
Phoenix Brady,Atq -436,Leave without pay,0
Ana Little,Atq -404,Leave without pay,0
Grace Stone,Atq -397,Leave without pay,0
Tori Shannon,Atq -335,Leave without pay,0
Lyric Bartlett,Atq -443,Leave without pay,0
Kaylah Schultz,Atq -419,Leave without pay,0
Cason David,Atq -467,Leave without pay,0
Miya Hampton,Atq -450,Leave without pay,0
Sofia Solis,Atq -405,Leave without pay,0
Mckayla Parker,Atq -440,Leave without pay,0
Madelynn Gray,Atq -335,Leave without pay,0
Myla Klein,Atq -343,Leave without pay,0
Boston Morse,Atq -334,Leave without pay,0
April Ayers,Atq -446,Leave without pay,0
Faith Hamilton,Atq -419,Leave without pay,0
Joel Cruz,Atq -396,Leave without pay,0
Iris Woodard,Atq -459,Leave without pay,0
Trystan Ortega,Atq -349,Leave without pay,0
Miles Fields,Atq -438,Leave without pay,0
Rodrigo Price,Atq -423,Leave without pay,0
Ella Roth,Atq -370,Leave without pay,0
Jayce Fuentes,Atq -433,Leave without pay,0
Hailee Fitzpatrick,Atq -375,Leave without pay,0
Rey Novak,Atq -475,Leave without pay,0
Macie Callahan,Atq -368,Leave without pay,0
Xiomara Ruiz,Atq -468,Leave without pay,0
Weston Horton,Atq -348,Leave without pay,0
Dean Mclaughlin,Atq -435,Leave without pay,1.5
Jonah Hamilton,Atq -331,Leave without pay,1
Chris Frye,Atq -405,Leave without pay,0
London Kim,Atq -475,Leave without pay,0
Kenley Marsh,Atq -375,Leave without pay,0
Adriel Pace,Atq -456,Leave without pay,0
Jase Ingram,Atq -385,Leave without pay,0
Adyson Moyer,Atq -484,Leave without pay,0
Salvatore Hendrix,Atq -398,Leave without pay,0
Tucker Austin,Atq -412,Leave without pay,0
Cristofer Bernard,Atq -472,Leave without pay,0
Karma Reeves,Atq -396,Leave without pay,0
Esperanza Irwin,Atq -467,Leave without pay,0
Demarcus Gordon,Atq -484,Leave without pay,0
Ryann Guerrero,Atq -432,Leave without pay,0
Rylee Mullins,Atq -421,Leave without pay,0
Ayanna Atkins,Atq -452,Leave without pay,1
Briley Orr,Atq -367,Leave without pay,0
Emma Freeman,Atq -393,Leave without pay,0
Will Mahoney,Atq -403,Leave without pay,0
Titus Andersen,Atq -414,Leave without pay,0
Marquis Wyatt,Atq -418,Leave without pay,0
Nick Orozco,Atq -408,Leave without pay,4
Gustavo Ritter,Atq -382,Leave without pay,0
Isiah Small,Atq -373,Leave without pay,0
Hillary Kirk,Atq -418,Leave without pay,0
Dominique Benjamin,Atq -376,Leave without pay,1
Nehemiah Diaz,Atq -453,Leave without pay,0
Josh Sharp,Atq -461,Leave without pay,0
Samuel Murray,Atq -411,Leave without pay,0
Quincy Mendez,Atq -472,Leave without pay,1
Athena Rios,Atq -448,Leave without pay,1
Keaton Nixon,Atq -364,Leave without pay,0
Kayleigh Kennedy,Atq -371,Leave without pay,0
Maximus Mckenzie,Atq -430,Leave without pay,0
Konner Henson,Atq -387,Leave without pay,5
Finnegan Gilbert,Atq -385,Leave without pay,7.5
Caylee Meadows,Atq -455,Leave without pay,0
Jovani Pope,Atq -470,Leave without pay,0
Kaley Fitzpatrick,Atq -374,Leave without pay,0
Miley Combs,Atq -372,Leave without pay,3
Dallas Weeks,Atq -437,Leave without pay,2
Chad Macias,Atq -400,Leave without pay,2
Jessie Carrillo,Atq -458,Leave without pay,2
Aditya Walls,Atq -455,Leave without pay,2
Kane Malone,Atq -476,Leave without pay,0.5
Kiana Mcmillan,Atq -362,Leave without pay,0.5
Isabella Pittman,Atq -426,Leave without pay,0
Shea Zuniga,Atq -461,Leave without pay,0
Mckayla Miles,Atq -414,Leave without pay,0
Julien Hamilton,Atq -389,Leave without pay,0
Name,Employee Code,Weekly Off,WO
Thanos Thakur,Atq -406,Weekly Off,8
Jarvis Singh,Atq -462,Weekly Off,8
Nevaeh Waller,Atq -411,Weekly Off,8
Bo Cordova,Atq -398,Weekly Off,8
Mekhi Singleton,Atq -438,Weekly Off,8
Peter Pandey,Atq -366,Weekly Off,8
Loki Lal,Atq -441,Weekly Off,8
Phoenix Brady,Atq -436,Weekly Off,8
Ana Little,Atq -404,Weekly Off,8
Grace Stone,Atq -397,Weekly Off,8
Tori Shannon,Atq -335,Weekly Off,8
Lyric Bartlett,Atq -443,Weekly Off,8
Kaylah Schultz,Atq -419,Weekly Off,8
Cason David,Atq -467,Weekly Off,8
Miya Hampton,Atq -450,Weekly Off,8
Sofia Solis,Atq -405,Weekly Off,8
Mckayla Parker,Atq -440,Weekly Off,8
Madelynn Gray,Atq -335,Weekly Off,8
Myla Klein,Atq -343,Weekly Off,8
Boston Morse,Atq -334,Weekly Off,8
April Ayers,Atq -446,Weekly Off,8
Faith Hamilton,Atq -419,Weekly Off,8
Joel Cruz,Atq -396,Weekly Off,8
Iris Woodard,Atq -459,Weekly Off,8
Trystan Ortega,Atq -349,Weekly Off,8
Miles Fields,Atq -438,Weekly Off,8
Rodrigo Price,Atq -423,Weekly Off,8
Ella Roth,Atq -370,Weekly Off,8
Jayce Fuentes,Atq -433,Weekly Off,8
Hailee Fitzpatrick,Atq -375,Weekly Off,8
Rey Novak,Atq -475,Weekly Off,8
Macie Callahan,Atq -368,Weekly Off,8
Xiomara Ruiz,Atq -468,Weekly Off,8
Weston Horton,Atq -348,Weekly Off,8
Dean Mclaughlin,Atq -435,Weekly Off,8
Jonah Hamilton,Atq -331,Weekly Off,8
Chris Frye,Atq -405,Weekly Off,8
London Kim,Atq -475,Weekly Off,8
Kenley Marsh,Atq -375,Weekly Off,8
Adriel Pace,Atq -456,Weekly Off,8
Jase Ingram,Atq -385,Weekly Off,8
Adyson Moyer,Atq -484,Weekly Off,8
Salvatore Hendrix,Atq -398,Weekly Off,8
Tucker Austin,Atq -412,Weekly Off,8
Cristofer Bernard,Atq -472,Weekly Off,8
Karma Reeves,Atq -396,Weekly Off,8
Esperanza Irwin,Atq -467,Weekly Off,8
Demarcus Gordon,Atq -484,Weekly Off,8
Ryann Guerrero,Atq -432,Weekly Off,8
Rylee Mullins,Atq -421,Weekly Off,8
Ayanna Atkins,Atq -452,Weekly Off,8
Briley Orr,Atq -367,Weekly Off,8
Emma Freeman,Atq -393,Weekly Off,8
Will Mahoney,Atq -403,Weekly Off,8
Titus Andersen,Atq -414,Weekly Off,8
Marquis Wyatt,Atq -418,Weekly Off,8
Nick Orozco,Atq -408,Weekly Off,8
Gustavo Ritter,Atq -382,Weekly Off,8
Isiah Small,Atq -373,Weekly Off,8
Hillary Kirk,Atq -418,Weekly Off,8
Dominique Benjamin,Atq -376,Weekly Off,8
Nehemiah Diaz,Atq -453,Weekly Off,8
Josh Sharp,Atq -461,Weekly Off,8
Samuel Murray,Atq -411,Weekly Off,8
Quincy Mendez,Atq -472,Weekly Off,8
Athena Rios,Atq -448,Weekly Off,8
Keaton Nixon,Atq -364,Weekly Off,8
Kayleigh Kennedy,Atq -371,Weekly Off,8
Maximus Mckenzie,Atq -430,Weekly Off,8
Konner Henson,Atq -387,Weekly Off,8
Finnegan Gilbert,Atq -385,Weekly Off,8
Caylee Meadows,Atq -455,Weekly Off,8
Jovani Pope,Atq -470,Weekly Off,8
Kaley Fitzpatrick,Atq -374,Weekly Off,8
Miley Combs,Atq -372,Weekly Off,8
Dallas Weeks,Atq -437,Weekly Off,8
Chad Macias,Atq -400,Weekly Off,8
Jessie Carrillo,Atq -458,Weekly Off,8
Aditya Walls,Atq -455,Weekly Off,8
Kane Malone,Atq -476,Weekly Off,8
Kiana Mcmillan,Atq -362,Weekly Off,8
Isabella Pittman,Atq -426,Weekly Off,8
Shea Zuniga,Atq -461,Weekly Off,8
Mckayla Miles,Atq -414,Weekly Off,8
Julien Hamilton,Atq -389,Weekly Off,8
Name,Employee Code,Holidays Off,HO
Thanos Thakur,Atq -406,Holidays Off,0
Jarvis Singh,Atq -462,Holidays Off,0
Nevaeh Waller,Atq -411,Holidays Off,0
Bo Cordova,Atq -398,Holidays Off,0
Mekhi Singleton,Atq -438,Holidays Off,0
Peter Pandey,Atq -366,Holidays Off,0
Loki Lal,Atq -441,Holidays Off,0
Phoenix Brady,Atq -436,Holidays Off,0
Ana Little,Atq -404,Holidays Off,0
Grace Stone,Atq -397,Holidays Off,0
Tori Shannon,Atq -335,Holidays Off,0
Lyric Bartlett,Atq -443,Holidays Off,0
Kaylah Schultz,Atq -419,Holidays Off,0
Cason David,Atq -467,Holidays Off,0
Miya Hampton,Atq -450,Holidays Off,0
Sofia Solis,Atq -405,Holidays Off,0
Mckayla Parker,Atq -440,Holidays Off,0
Madelynn Gray,Atq -335,Holidays Off,0
Myla Klein,Atq -343,Holidays Off,0
Boston Morse,Atq -334,Holidays Off,0
April Ayers,Atq -446,Holidays Off,0
Faith Hamilton,Atq -419,Holidays Off,0
Joel Cruz,Atq -396,Holidays Off,0
Iris Woodard,Atq -459,Holidays Off,0
Trystan Ortega,Atq -349,Holidays Off,0
Miles Fields,Atq -438,Holidays Off,0
Rodrigo Price,Atq -423,Holidays Off,0
Ella Roth,Atq -370,Holidays Off,0
Jayce Fuentes,Atq -433,Holidays Off,0
Hailee Fitzpatrick,Atq -375,Holidays Off,0
Rey Novak,Atq -475,Holidays Off,0
Macie Callahan,Atq -368,Holidays Off,0
Xiomara Ruiz,Atq -468,Holidays Off,0
Weston Horton,Atq -348,Holidays Off,0
Dean Mclaughlin,Atq -435,Holidays Off,0
Jonah Hamilton,Atq -331,Holidays Off,0
Chris Frye,Atq -405,Holidays Off,0
London Kim,Atq -475,Holidays Off,0
Kenley Marsh,Atq -375,Holidays Off,0
Adriel Pace,Atq -456,Holidays Off,0
Jase Ingram,Atq -385,Holidays Off,0
Adyson Moyer,Atq -484,Holidays Off,0
Salvatore Hendrix,Atq -398,Holidays Off,0
Tucker Austin,Atq -412,Holidays Off,0
Cristofer Bernard,Atq -472,Holidays Off,0
Karma Reeves,Atq -396,Holidays Off,0
Esperanza Irwin,Atq -467,Holidays Off,0
Demarcus Gordon,Atq -484,Holidays Off,0
Ryann Guerrero,Atq -432,Holidays Off,0
Rylee Mullins,Atq -421,Holidays Off,0
Ayanna Atkins,Atq -452,Holidays Off,0
Briley Orr,Atq -367,Holidays Off,0
Emma Freeman,Atq -393,Holidays Off,0
Will Mahoney,Atq -403,Holidays Off,0
Titus Andersen,Atq -414,Holidays Off,0
Marquis Wyatt,Atq -418,Holidays Off,0
Nick Orozco,Atq -408,Holidays Off,0
Gustavo Ritter,Atq -382,Holidays Off,0
Isiah Small,Atq -373,Holidays Off,0
Hillary Kirk,Atq -418,Holidays Off,0
Dominique Benjamin,Atq -376,Holidays Off,0
Nehemiah Diaz,Atq -453,Holidays Off,0
Josh Sharp,Atq -461,Holidays Off,0
Samuel Murray,Atq -411,Holidays Off,0
Quincy Mendez,Atq -472,Holidays Off,0
Athena Rios,Atq -448,Holidays Off,0
Keaton Nixon,Atq -364,Holidays Off,0
Kayleigh Kennedy,Atq -371,Holidays Off,0
Maximus Mckenzie,Atq -430,Holidays Off,0
Konner Henson,Atq -387,Holidays Off,0
Finnegan Gilbert,Atq -385,Holidays Off,0
Caylee Meadows,Atq -455,Holidays Off,0
Jovani Pope,Atq -470,Holidays Off,0
Kaley Fitzpatrick,Atq -374,Holidays Off,0
Miley Combs,Atq -372,Holidays Off,0
Dallas Weeks,Atq -437,Holidays Off,0
Chad Macias,Atq -400,Holidays Off,0
Jessie Carrillo,Atq -458,Holidays Off,0
Aditya Walls,Atq -455,Holidays Off,0
Kane Malone,Atq -476,Holidays Off,0
Kiana Mcmillan,Atq -362,Holidays Off,0
Isabella Pittman,Atq -426,Holidays Off,0
Shea Zuniga,Atq -461,Holidays Off,0
Mckayla Miles,Atq -414,Holidays Off,0
Julien Hamilton,Atq -389,Holidays Off,0
Name,Employee Code,Menstrual Leave,ML
Thanos Thakur,Atq -406,Menstrual Leave,0
Jarvis Singh,Atq -462,Menstrual Leave,0
Nevaeh Waller,Atq -411,Menstrual Leave,0
Bo Cordova,Atq -398,Menstrual Leave,0
Mekhi Singleton,Atq -438,Menstrual Leave,0
Peter Pandey,Atq -366,Menstrual Leave,0
Loki Lal,Atq -441,Menstrual Leave,0
Phoenix Brady,Atq -436,Menstrual Leave,0
Ana Little,Atq -404,Menstrual Leave,0
Grace Stone,Atq -397,Menstrual Leave,0
Tori Shannon,Atq -335,Menstrual Leave,0
Lyric Bartlett,Atq -443,Menstrual Leave,0
Kaylah Schultz,Atq -419,Menstrual Leave,0
Cason David,Atq -467,Menstrual Leave,0
Miya Hampton,Atq -450,Menstrual Leave,0
Sofia Solis,Atq -405,Menstrual Leave,0
Mckayla Parker,Atq -440,Menstrual Leave,0
Madelynn Gray,Atq -335,Menstrual Leave,0
Myla Klein,Atq -343,Menstrual Leave,0
Boston Morse,Atq -334,Menstrual Leave,0
April Ayers,Atq -446,Menstrual Leave,0
Faith Hamilton,Atq -419,Menstrual Leave,1
Joel Cruz,Atq -396,Menstrual Leave,0
Iris Woodard,Atq -459,Menstrual Leave,0
Trystan Ortega,Atq -349,Menstrual Leave,2
Miles Fields,Atq -438,Menstrual Leave,0
Rodrigo Price,Atq -423,Menstrual Leave,0
Ella Roth,Atq -370,Menstrual Leave,0
Jayce Fuentes,Atq -433,Menstrual Leave,0
Hailee Fitzpatrick,Atq -375,Menstrual Leave,0
Rey Novak,Atq -475,Menstrual Leave,0
Macie Callahan,Atq -368,Menstrual Leave,0
Xiomara Ruiz,Atq -468,Menstrual Leave,0
Weston Horton,Atq -348,Menstrual Leave,0
Dean Mclaughlin,Atq -435,Menstrual Leave,0
Jonah Hamilton,Atq -331,Menstrual Leave,0
Chris Frye,Atq -405,Menstrual Leave,0
London Kim,Atq -475,Menstrual Leave,0
Kenley Marsh,Atq -375,Menstrual Leave,0
Adriel Pace,Atq -456,Menstrual Leave,0
Jase Ingram,Atq -385,Menstrual Leave,0
Adyson Moyer,Atq -484,Menstrual Leave,0
Salvatore Hendrix,Atq -398,Menstrual Leave,0
Tucker Austin,Atq -412,Menstrual Leave,0
Cristofer Bernard,Atq -472,Menstrual Leave,0
Karma Reeves,Atq -396,Menstrual Leave,0
Esperanza Irwin,Atq -467,Menstrual Leave,0
Demarcus Gordon,Atq -484,Menstrual Leave,0
Ryann Guerrero,Atq -432,Menstrual Leave,0
Rylee Mullins,Atq -421,Menstrual Leave,0
Ayanna Atkins,Atq -452,Menstrual Leave,0
Briley Orr,Atq -367,Menstrual Leave,1
Emma Freeman,Atq -393,Menstrual Leave,0
Will Mahoney,Atq -403,Menstrual Leave,0
Titus Andersen,Atq -414,Menstrual Leave,0
Marquis Wyatt,Atq -418,Menstrual Leave,0
Nick Orozco,Atq -408,Menstrual Leave,0
Gustavo Ritter,Atq -382,Menstrual Leave,0
Isiah Small,Atq -373,Menstrual Leave,0
Hillary Kirk,Atq -418,Menstrual Leave,0
Dominique Benjamin,Atq -376,Menstrual Leave,0
Nehemiah Diaz,Atq -453,Menstrual Leave,0
Josh Sharp,Atq -461,Menstrual Leave,0
Samuel Murray,Atq -411,Menstrual Leave,0
Quincy Mendez,Atq -472,Menstrual Leave,0
Athena Rios,Atq -448,Menstrual Leave,0
Keaton Nixon,Atq -364,Menstrual Leave,0
Kayleigh Kennedy,Atq -371,Menstrual Leave,0
Maximus Mckenzie,Atq -430,Menstrual Leave,0
Konner Henson,Atq -387,Menstrual Leave,0
Finnegan Gilbert,Atq -385,Menstrual Leave,0
Caylee Meadows,Atq -455,Menstrual Leave,0
Jovani Pope,Atq -470,Menstrual Leave,0
Kaley Fitzpatrick,Atq -374,Menstrual Leave,0
Miley Combs,Atq -372,Menstrual Leave,0
Dallas Weeks,Atq -437,Menstrual Leave,0
Chad Macias,Atq -400,Menstrual Leave,0
Jessie Carrillo,Atq -458,Menstrual Leave,0
Aditya Walls,Atq -455,Menstrual Leave,0
Kane Malone,Atq -476,Menstrual Leave,0
Kiana Mcmillan,Atq -362,Menstrual Leave,0
Isabella Pittman,Atq -426,Menstrual Leave,0
Shea Zuniga,Atq -461,Menstrual Leave,0
Mckayla Miles,Atq -414,Menstrual Leave,0
Julien Hamilton,Atq -389,Menstrual Leave,0
Name,Employee Code,1 - Jun,Wed
Thanos Thakur,Atq -406,1 - Jun,P
Jarvis Singh,Atq -462,1 - Jun,P
Nevaeh Waller,Atq -411,1 - Jun,P
Bo Cordova,Atq -398,1 - Jun,SL
Mekhi Singleton,Atq -438,1 - Jun,P
Peter Pandey,Atq -366,1 - Jun,P
Loki Lal,Atq -441,1 - Jun,P
Phoenix Brady,Atq -436,1 - Jun,P
Ana Little,Atq -404,1 - Jun,PL
Grace Stone,Atq -397,1 - Jun,P
Tori Shannon,Atq -335,1 - Jun,P
Lyric Bartlett,Atq -443,1 - Jun,P
Kaylah Schultz,Atq -419,1 - Jun,P
Cason David,Atq -467,1 - Jun,P
Miya Hampton,Atq -450,1 - Jun,P
Sofia Solis,Atq -405,1 - Jun,P
Mckayla Parker,Atq -440,1 - Jun,P
Madelynn Gray,Atq -335,1 - Jun,P
Myla Klein,Atq -343,1 - Jun,P
Boston Morse,Atq -334,1 - Jun,P
April Ayers,Atq -446,1 - Jun,P
Faith Hamilton,Atq -419,1 - Jun,P
Joel Cruz,Atq -396,1 - Jun,P
Iris Woodard,Atq -459,1 - Jun,P
Trystan Ortega,Atq -349,1 - Jun,P
Miles Fields,Atq -438,1 - Jun,P
Rodrigo Price,Atq -423,1 - Jun,P
Ella Roth,Atq -370,1 - Jun,P
Jayce Fuentes,Atq -433,1 - Jun,P
Hailee Fitzpatrick,Atq -375,1 - Jun,P
Rey Novak,Atq -475,1 - Jun,P
Macie Callahan,Atq -368,1 - Jun,P
Xiomara Ruiz,Atq -468,1 - Jun,P
Weston Horton,Atq -348,1 - Jun,P
Chris Frye,Atq -405,1 - Jun,P
London Kim,Atq -475,1 - Jun,P
Kenley Marsh,Atq -375,1 - Jun,P
Adriel Pace,Atq -456,1 - Jun,P
Jase Ingram,Atq -385,1 - Jun,P
Adyson Moyer,Atq -484,1 - Jun,P
Tucker Austin,Atq -412,1 - Jun,P
Cristofer Bernard,Atq -472,1 - Jun,P
Karma Reeves,Atq -396,1 - Jun,P
Esperanza Irwin,Atq -467,1 - Jun,HSL
Demarcus Gordon,Atq -484,1 - Jun,P
Ryann Guerrero,Atq -432,1 - Jun,SL
Rylee Mullins,Atq -421,1 - Jun,P
Ayanna Atkins,Atq -452,1 - Jun,HSL
Briley Orr,Atq -367,1 - Jun,P
Emma Freeman,Atq -393,1 - Jun,P
Will Mahoney,Atq -403,1 - Jun,P
Titus Andersen,Atq -414,1 - Jun,P
Marquis Wyatt,Atq -418,1 - Jun,P
Nick Orozco,Atq -408,1 - Jun,HWFH
Gustavo Ritter,Atq -382,1 - Jun,WFH
Isiah Small,Atq -373,1 - Jun,P
Hillary Kirk,Atq -418,1 - Jun,WFH
Dominique Benjamin,Atq -376,1 - Jun,P
Nehemiah Diaz,Atq -453,1 - Jun,P
Josh Sharp,Atq -461,1 - Jun,ML
Samuel Murray,Atq -411,1 - Jun,P
Quincy Mendez,Atq -472,1 - Jun,P
Athena Rios,Atq -448,1 - Jun,P
Keaton Nixon,Atq -364,1 - Jun,P
Kayleigh Kennedy,Atq -371,1 - Jun,P
Makai Hardy,Atq -361,1 - Jun,
Leslie Navarro,Atq -459,1 - Jun,
Piper Carroll,Atq -401,1 - Jun,P
Alexander Davenport,Atq -350,1 - Jun,WFH
Jovani Pope,Atq -470,1 - Jun,LWP
Kaley Fitzpatrick,Atq -374,1 - Jun,P
Miley Combs,Atq -372,1 - Jun,P
Dallas Weeks,Atq -437,1 - Jun,P
Jessie Carrillo,Atq -458,1 - Jun,P
